No,University Name,Country,Location,World Ranking,Field of Study,Program Name,Mode of Study,Duration,Tuition Fees,Scholarships/Financial Aid,GPA,Grade Requirements,Standardized Tests (Processed),Language Requirements,Other Requirements,Source URL,Raw Text Snippet,Last Crawled Date,Standardized Language Requirements,English_Proficiency_Rating
112,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Medicine,BS Biology / Biochemistry,Campus,3–4 years,"Domestic: ~CAD $5,500–8,000 / year | International: ~CAD $50,000–52,000 / year",Yes (faculty scholarships; NSERC opportunities; entrance awards),3,s for honours & professional school prep,No,TOEFL iBT 90 / IELTS 6.5,Good preparation for medical/dental/pharmacy professional schools; research opportunities.,https://www.zoology.ubc.ca/ and https://www.biochemistry.ubc.ca/,“Biology and Biochemistry majors prepare students for research and professional school pathways.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
113,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,IT,BS Data Science / Computer Science & Data Science options,Campus,4 years,"Domestic: CAD ~6,000–8,000 / year | International: ~CAD 50,000+/year",Yes (faculty & departmental scholarships),3,entry; math & computing prep recommended,No,TOEFL iBT 90 / IELTS 6.5,Strong quantitative & computing modules; internship/co-op possibilities.,https://www.ubc.ca/academics/programs/data-science.html,“Data science aligns computing and statistics for real-world problems.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
114,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Engineering,Chemical & Biological Engineering (BEng),Campus,4 years,"Domestic: ~CAD 6,000–8,000 / year | International: ~CAD 50,000–64,000 / year",Yes (faculty & named scholarships),3,s; calculus & chemistry prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Process engineering labs; accreditation track.,https://chemicalengineering.ubc.ca/undergraduate,"“Chemical & Biological Engineering provides knowledge in reaction, separation and process engineering.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
115,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Business,MIS / Business Analytics (Sauder), Bachelor of Commerce major,Campus,4 years,"Domestic: CAD ~6,000–10,000 / year | International: CAD ~48,000–64,000 / year",3,Yes (Sauder scholarships; analytics awards),Yes,High-school credentials / IB / A-levels etc.,TOEFL iBT 90 / IELTS 6.5,"Analytics, information systems, internships.",https://www.sauder.ubc.ca/programs/bachelor-commerce/majors-minors/business-analytics,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
116,University of British Columbia,Canada,Vancouver / Okanagan,QS #34,Engineering,Mechatronics / Mechanical Engineering (BASc / BEng),Campus,4 years,"Domestic: ~CAD 6,000–8,000 / year | International: ~CAD 50,000–64,000 / year",Yes (engineering scholarships & fellowships),3,Strong math & physics high-school background required,No,TOEFL iBT 90 / IELTS 6.5,Interdisciplinary mechanical-electronic systems; capstone design.,https://engineering.ubc.ca/,“Mechatronics topics embedded across engineering curricula.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
117,McMaster University,Canada,"Hamilton, Ontario",QS #140,IT,BSc Computer Science (Honours),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $33,000–36,000 / year",Yes (McMaster entrance scholarships; departmental awards; bursaries),3,admission for honours; Ontario curriculum/IB equivalents,No,TOEFL iBT 90 / IELTS 6.5,Co-op & experiential learning options; strong CS research labs.,https://future.mcmaster.ca/programs/computer-science/,"“Computer Science explores software, systems and theory — Honours and co-op available.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
118,McMaster University,Canada,"Hamilton, Ontario",QS #140,Engineering,Electrical & Computer Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $34,000–38,000 / year","Yes (Faculty of Engineering scholarships, entrance awards, NSERC opps)",3,s; strong calculus & physics background required,No,TOEFL iBT 90 / IELTS 6.5,Accredited program; lab & design projects; co-op options.,https://www.eng.mcmaster.ca/undergraduate/programs/electrical-and-computer,"“E&CE program emphasizes hardware, software, and systems engineering.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
119,McMaster University,Canada,"Hamilton, Ontario",QS #140,Engineering,Mechanical Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $34,000–38,000 / year",Yes (engineering scholarships; co-op awards),3,admissions; math & physics prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Capstone design; manufacturing & energy focus; accredited.,https://future.mcmaster.ca/programs/mechanical-engineering/,"“Mechanical Engineering offers design, manufacturing and energy streams.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
120,McMaster University,Canada,"Hamilton, Ontario",QS #140,Business,Commerce (BCom) / DeGroote School of Business,Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $31,000–35,000 / year",Yes (DeGroote scholarships; entrance & merit awards),3,; DeGroote has entry/streaming prerequisites,No,TOEFL iBT 90 / IELTS 6.5,"Accounting, finance, marketing, information systems majors; co-op available.",https://www.degroote.mcmaster.ca/programs/undergraduate/,“DeGroote BCom emphasises experiential learning and co-op.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
121,McMaster University,Canada,"Hamilton, Ontario",QS #140,Medicine,BScN (Undergraduate) — Basic/Accelerated options,Campus,4 years (basic) / accelerated routes vary,"Domestic: ~CAD $7,000–10,000 / year | International: ~CAD $34,000+/year",Yes (nursing awards & scholarships),3,; program prerequisites in sciences and math,No,TOEFL iBT 90 / IELTS 6.5,Clinical placements and program-specific fees for labs/practica.,https://nursing.mcmaster.ca/programs/undergraduate-programs/,“McMaster Nursing includes basic and accelerated routes with strong clinical partnerships.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
122,McMaster University,Canada,"Hamilton, Ontario",QS #140,Medicine,Health Sciences / Biomedical Science (BSc),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $33,000–36,000 / year",Yes (faculty bursaries & scholarships),3,for honours streams; prerequisites in science,No,TOEFL iBT 90 / IELTS 6.5,Prepares for graduate/professional healthcare programs; research opportunities.,https://future.mcmaster.ca/programs/health-sciences/,“Health Sciences degree options include research & clinical pathways.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
123,McMaster University,Canada,"Hamilton, Ontario",QS #140,IT,Computing & Data Science (BSc / joint+),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $33,000–36,000 / year",Yes (CS & data awards; scholarships),3,Strong math/performance requirements for honours streams,No,TOEFL iBT 90 / IELTS 6.5,"Focus on algorithms, ML, data analytics; internships and co-op.",https://future.mcmaster.ca/programs/computer-science/,“Programs in computing and data science prepare students for tech careers.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
124,McMaster University,Canada,"Hamilton, Ontario",QS #140,Engineering,Chemical Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $34,000–38,000 / year",Yes (faculty & departmental scholarships),3,entry; prerequisites in chemistry & math,No,TOEFL iBT 90 / IELTS 6.5,Process engineering labs; accreditation info on faculty pages.,https://future.mcmaster.ca/programs/chemical-engineering/,“Chemical Engineering combines chemistry and engineering design.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
125,McMaster University,Canada,"Hamilton, Ontario",QS #140,Business,Business Technology Management / Accounting (BCom options),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $31,000–35,000 / year",Yes (DeGroote scholarships & entrance awards),3,; program streaming/entrance rules apply,No,TOEFL iBT 90 / IELTS 6.5,Combines business fundamentals with IT & analytics; co-op available.,https://www.degroote.mcmaster.ca/programs/undergraduate/,“Business Technology Management connects IT with business processes.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
126,McMaster University,Canada,"Hamilton, Ontario",QS #140,Engineering,Civil Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $34,000–38,000 / year",Yes (engineering scholarships; NSERC opportunities),3,entry; strong math prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Design & fieldwork; accreditation track.,https://future.mcmaster.ca/programs/civil-engineering/,“Civil Engineering focuses on infrastructure and environmental systems.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
127,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,IT,BSc Computer Science (Telfer/Science routes),Campus,3–4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (uOttawa scholarships; departmental awards; French/English bursaries),3,s; some programs require math prerequisites,No,TOEFL iBT 90 / IELTS 6.5; French-language routes have FR requirements,Bilingual options (English/French); co-op streams available.,https://catalogue.uottawa.ca/en/undergrad/,“uOttawa offers programs in both English and French with co-op options.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
128,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Engineering,Software Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $30,000–36,000 / year",Yes (Engineering faculty scholarships & co-op scholarships),3,program entry; math & science prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Bilingual or English streams; accreditation & co-op options.,https://www.engineering.uottawa.ca/undergraduate,"“Engineering programs include software, electrical, civil and mechanical engineering.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
129,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Engineering,Electrical Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $30,000–36,000 / year",Yes (faculty & departmental scholarships),3,s; calculus & physics prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Labs & design projects; professional engineering accreditation.,https://www.engineering.uottawa.ca/undergraduate,“Electrical engineering program details and requirements.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
130,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Business,BCom (Telfer School of Management),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (Telfer scholarships; entrance & merit awards),3,admission to management programs;  thresholds for majors,No,TOEFL iBT 90 / IELTS 6.5,"BCom with majors in accounting, management, MIS; co-op available.",https://telfer.uottawa.ca/en/undergraduate/,“Telfer BCom offers experiential learning and professional development.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
131,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Medicine,BSc Nursing (Honours) — Second-Entry & Regular,Campus,4 years (regular) / 2-yr second-entry,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (nursing scholarships & provincial awards),3,Second-entry requires prior degree or specific prerequisites; regular route,No,TOEFL iBT 90 / IELTS 6.5,"Clinical placements, program-specific lab fees; bilingual options.",https://www.uottawa.ca/undergraduate-studies/,“Nursing programs include clinical placements and professional practice elements.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
132,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,IT,Computer Science & Business (joint) / Data Analytics options,Campus,3–4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (departmental & university scholarships),3,entry; math prerequisites for honours streams,No,TOEFL iBT 90 / IELTS 6.5,Interdisciplinary options combining tech & management; co-op possible.,https://catalogue.uottawa.ca/en/undergrad/,“uOttawa program catalogue lists combined and joint degrees.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
133,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Medicine,Biology / Biomedical Science (BSc),Campus,3–4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (science scholarships & research awards),3,for honours streams; lab prerequisites apply,No,TOEFL iBT 90 / IELTS 6.5,Prepares for graduate/medical school; lab practicals & research opportunities.,https://catalogue.uottawa.ca/en/undergrad/,“Biology & biomedical pathways for health careers.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
134,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,Engineering,Civil Engineering (BEng),Campus,4 years,"Domestic: ~CAD $8,000–11,000 / year | International: ~CAD $30,000–36,000 / year",Yes (departmental & external scholarships),3,Upper-year admission/streaming criteria; strong math prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Accredited program with fieldwork & design projects.,https://www.engineering.uottawa.ca/undergraduate,“Civil engineering program and accreditation details.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
135,University of Ottawa,Canada,"Ottawa, Ontario",QS #261,IT,Information Systems Management (ISM) / Management Information Systems (BCom options),Campus,4 years,"Domestic: ~CAD $7,000–9,000 / year | International: ~CAD $28,000–35,000 / year",Yes (Telfer & university scholarships),3,Admission to Telfer requires meeting BCom thresholds,No,TOEFL iBT 90 / IELTS 6.5,ISM integrates IT with business processes; co-op available.,https://telfer.uottawa.ca/en/undergraduate/,“Telfer ISM blends technology with business.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
136,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,IT,BSc Computer Science (School of Computing Science),Campus,4 years,"Domestic: ~CAD $5,500–8,500 / year | International: ~CAD $30,000–36,000 / year",Yes (SFU Entrance Scholarships; Beedie/Faculty awards),3,admission; provincial credentials or equivalent required,No,TOEFL iBT 90 / IELTS 6.5,Co-op & experiential learning options; specialization streams available.,https://www.sfu.ca/students/admission/programs/a-z/c/computing-science/overview.html.html,"“SFU Computing Science provides strong foundations in software, systems and AI.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
137,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Engineering,Engineering Science (Computer Engineering option) — BASc,Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (faculty & departmental scholarships; entrance awards),3,s; BC prerequisites apply,No,TOEFL iBT 90 / IELTS 6.5,"Engineering science core with options in computer engineering, mechatronics.",https://www.sfu.ca/fas/study/future-undergraduates/programs/major/engineering-science-bachelor-applied-science.html,“Engineering Science provides foundational technical knowledge across systems.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
138,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Engineering,Mechatronic Systems Engineering (BASc),Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (scholarships & co-op awards),3,Prerequisites in math & physics required,No,TOEFL iBT 90 / IELTS 6.5,Interdisciplinary mechanical-electrical systems and robotics; co-op emphasis.,https://www.sfu.ca/programs/faculties-departments.html,“Mechatronic Systems Engineering offered in Faculty of Applied Sciences.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
139,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Business,Beedie School — BBA / Commerce (Information Systems),Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (Beedie scholarships; business awards),3,streaming/major requirements ( thresholds),No,TOEFL iBT 90 / IELTS 6.5,Information systems & business analytics streams; co-op options.,https://beedie.sfu.ca/programs/undergraduate/,“Beedie BBA emphasises experiential learning and industry projects.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
140,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,IT,Computing Science & Data Science options (BSc),Campus,4 years,"Domestic: ~CAD $5,500–8,500 / year | International: ~CAD $30,000–36,000 / year",Yes (faculty & scholarships),3,entry; math heavy,No,TOEFL iBT 90 / IELTS 6.5,Data science modules & applied projects; internship/co-op.,https://www.sfu.ca/students/admission/programs/a-z/c/computing-science/overview.html.html,“Computing Science majors include data & AI tracks.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
141,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Engineering,Electrical Engineering (BASc),Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (engineering scholarships; work-study),3,Math & physics prerequisites required,No,TOEFL iBT 90 / IELTS 6.5,Accredited degree; lab-based learning and design projects.,https://www.sfu.ca/fas/study/future-undergraduates/programs/major/engineering-science-bachelor-applied-science.html,"“Electrical Engineering covers circuits, systems and embedded design.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
142,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Medicine,Kinesiology / Health Science (BKin / BSc) — Pre-health tracks,Campus,4 years,"Domestic: ~CAD $5,500–8,500 / year | International: ~CAD $30,000–36,000 / year",Yes (faculty & athletics scholarships),3,Program prerequisites vary;  thresholds for honours,No,TOEFL iBT 90 / IELTS 6.5,Prepares for allied health careers; lab/practical courses.,https://www.sfu.ca/students/admission/programs.html,“Kinesiology and health sciences prepare students for health and allied professions.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
143,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,IT,Cybersecurity / Software Engineering streams (Computing),Campus,4 years,"Domestic: ~CAD $5,500–8,500 / year | International: ~CAD $30,000–36,000 / year",Yes (departmental awards),3,Prereqs in math & computing recommended,No,TOEFL iBT 90 / IELTS 6.5,"Specialist modules in cybersecurity, software development & systems.",https://www.sfu.ca/students/admission/programs/a-z/c/computing-science/overview.html.html,"“Specialist options include security, software and AI.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
144,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Engineering,Civil Engineering (BASc),Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (scholarships & co-op funds),3,Upper-year entry criteria / math prerequisites,No,TOEFL iBT 90 / IELTS 6.5,Fieldwork and accredited civil engineering curriculum.,https://www.sfu.ca/fas/study/future-undergraduates/programs/major/engineering-science-bachelor-applied-science.html,“Civil Engineering major includes design and environmental modules.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
145,Simon Fraser University,Canada,Burnaby / Surrey / Vancouver,QS #276,Business,Business Technology Management & Analytics (Beedie),Campus,4 years,"Domestic: ~CAD $6,000–9,000 / year | International: ~CAD $30,000–36,000 / year",Yes (Beedie & faculty scholarships),3,/streaming rules for business majors apply,No,TOEFL iBT 90 / IELTS 6.5,"Business analytics, IT integration, industry placements.",https://beedie.sfu.ca/programs/undergraduate/,“Business Technology Management links IT and business processes.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
146,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,IT,BSc Computer Science,Campus,4 years,"Domestic: ~CAD $2,700–3,900 / year (Newfoundland resident rates) | International: ~CAD $11,000–12,500 / year",Yes (Memorial scholarships; entrance awards; provincial bursaries),3,General admission requirements;  honours streams available,No,for internationals: TOEFL iBT ~90 / IELTS 6.5,Co-op & industry links; research opportunities; smaller class sizes.,https://www.mun.ca/undergrad/programs/science/computer-science/,“Computer Science offers major and honours programs with joint options.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
147,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Engineering,Bachelor of Engineering — Civil / Mechanical / Electrical majors,Campus,4–5 years (co-op options),"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (faculty & university scholarships; engineering awards),3,Admission criteria vary by major; math & science prereqs required,No,TOEFL iBT ~90 / IELTS 6.5,Co-op & work-term integrated programs; regional engineering focuses.,https://www.mun.ca/undergrad/programs/engineering/,“Engineering degrees with cooperative work term options provide experience.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
148,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Business,BCom (Faculty of Business Administration),Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (Memorial & faculty scholarships; entrance awards),3,BCom entry requires certain  thresholds;  for honours options,No,TOEFL iBT ~90 / IELTS 6.5,"Accounting, finance and management majors; co-op available.",https://www.mun.ca/undergrad/programs/business/,“Memorial’s BCom offers experiential learning and cooperative education.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
149,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Medicine,BScN Bachelor of Nursing,Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (nursing scholarships & awards),3,; program prerequisites in math chemistry biology,No,TOEFL iBT ~90 / IELTS 6.5,Clinical placements across the province; program fees for labs.,https://www.mun.ca/undergrad/programs/health/nursing/,“Undergraduate nursing includes practicum placements and specialized labs.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
150,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Medicine,Biology / Biomedical Science (BSc),Campus,3–4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (faculty scholarships & research grants),3,Prerequisites for honours & pre-professional streams,No,TOEFL iBT ~90 / IELTS 6.5,Good preparation for medical/dental/pharmacy professional school pathways.,https://www.mun.ca/undergrad/programs/science/biology/,“Biology programs offer lab and field research opportunities.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
151,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,IT,Computer Engineering / Software Engineering (BEng / BSc options),Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (engineering scholarships; university awards),3,Math & physics prerequisites; accreditation track,No,TOEFL iBT ~90 / IELTS 6.5,"Software systems, embedded systems, design projects and co-op.",https://www.mun.ca/undergrad/programs/engineering/,“Engineering programs provide practical experience and co-op opportunities.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
152,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Business,Business Analytics / Information Systems options (BCom streams),Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (faculty scholarships & business awards),3,for honours streams,No,TOEFL iBT ~90 / IELTS 6.5,"Analytics, data management, and business integration modules.",https://www.mun.ca/undergrad/programs/business/,“BCom programs include specializations and co-op opportunities.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
153,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Engineering,Chemical Engineering / Process Engineering (BEng),Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (department scholarships & awards),3,Prereqs in chemistry & math required,No,TOEFL iBT ~90 / IELTS 6.5,Process design labs and industrial placements.,https://www.mun.ca/undergrad/programs/engineering/chemical/,“Chemical engineering covers process and materials engineering topics.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
154,Memorial University of Newfoundland,Canada,"St. John's, Newfoundland",QS #701-750,Medicine,Human Kinetics / Kinesiology (BHK),Campus,4 years,"Domestic: ~CAD $2,700–4,000 / year | International: ~CAD $11,000–13,000 / year",Yes (faculty awards & sports scholarships),3,Prerequisites in biology & phys ed may apply,No,TOEFL iBT ~90 / IELTS 6.5,Prepares for allied health/physio pathways and applied research.,https://www.mun.ca/undergrad/programs/human-kinetics/,"“Kinesiology focuses on human movement, health and performance.”",02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
155,National University of Singapore,Singapore,Singapore,QS #8,IT,BCompSc / BSc Computer Science,Campus,4 years,"Subsidised (Singapore citizens): ~SGD 8,000–9,700/yr; International: cohort rates published (approx SGD 17,000–45,000/yr depending on faculty/major).","Yes (NUS scholarships: Global Merit, faculty & programme awards).",3,; direct admissions use A-levels / IB / equivalent; high school excellence expected,No,IELTS 6.5�7.0 or TOEFL iBT ~90 (course page lists exact bands).,Strong mathematics background recommended; optional minor/co-op opportunities vary by faculty.,https://www.nus.edu.sg/oam/admissions/before-you-apply/tuition-fees,“NUS offers scholarships and the fees for AY cohorts are published by Registrar.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
156,National University of Singapore,Singapore,Singapore,QS #8,Engineering,BEng / BEng (Electrical & Computer Engineering),Campus,4 years,Subsidised (local): ~SGD 8k–9.7k/yr; International: cohort/faculty rates apply.,Yes (Engineering scholarships; Dean’s awards; faculty bursaries).,3,; solid A-level/IB s in Maths & Physics recommended,No,IELTS 6.5 / TOEFL iBT 90 (or equivalent).,Accredited engineering curriculum; lab fees & design projects.,https://www.nus.edu.sg/registrar/docs/info/administrative-policies-procedures/ugtuitioncurrent.pdf,“Tuition Fees Per Annum … AY2025/2026.”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
157,National University of Singapore,Singapore,Singapore,QS #8,Engineering,BEng Mechanical Engineering,Campus,4 years,Subsidised local & international cohort rates as per NUS fees table.,Yes (faculty & departmental awards; competition scholarships).,3,; strong maths & physics background,No,IELTS/TOEFL minima apply for internationals.,Capstone design project and possible industrial attachment.,https://www.nus.edu.sg/oam/admissions/before-you-apply/tuition-fees,“NUS offers scholarships and cohort-based tuition tables.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
158,National University of Singapore,Singapore,Singapore,QS #8,Engineering,BEng Chemical Engineering,Campus,4 years,Subsidised local & international cohort rates as per NUS fees table.,Yes (faculty & department scholarships).,3,; chemistry & maths prerequisites expected,No,IELTS ~6.5 / TOEFL ~90 for internationals.,"Lab intensive, process engineering tracks and accreditation info on faculty pages.",https://www.nus.edu.sg/oam/admissions/before-you-apply/tuition-fees,“Tuition Fees Per Annum (applicable for AY2025/2026).”,02/10/2025,TOEFL iBT 90 / IELTS 6.5,8
159,National University of Singapore,Singapore,Singapore,QS #8,Medicine,MBBS / Medicine (Yong Loo Lin School),Campus,5 years,Medicine has separate professional fee components; see NUS fee tables (professional courses incur higher lab/clinical fees).,Yes (merit scholarships; faculty/bursaries; MOE/NUS grants for eligible locals).,3,Extremely ; A-levels/IB/other  offers; additional selection assessments applied,No,English proficiency required (IELTS/TOEFL equivalents).,Clinical placements and professional accreditation; additional health checks/clearances.,https://www.nus.edu.sg/oam/admissions/before-you-apply/tuition-fees,“NUS publishes cohort-based tuition; professional programmes include lab & clinical fees.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
160,National University of Singapore,Singapore,Singapore,QS #8,Business,BBA / Bachelor of Business (NUS BBA / BBA-related majors),Campus,3–4 years,Subsidised local & international cohort fee ranges (see NUS fee table).,Yes (NUS Business School scholarships; incoming merit awards).,3,for BBA direct honours; strong academic record required,No,English proficiency for international students as per NUS requirements.,"Business majors include finance, analytics, MIS; global exchange and internships encouraged.",https://bschool.nus.edu.sg/,“NUS Business School provides scholarships and experiential learning.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
161,National University of Singapore,Singapore,Singapore,QS #8,IT,BSc Data Science & Analytics / Computing & Data Science options,Campus,3–4 years,Subsidised local & international cohort fee ranges (per Registrar).,Yes (faculty & university awards).,3,entry; maths & computing background recommended,No,IELTS/TOEFL minima apply for internationals.,Strong programming & statistics foundation; research & industry linkages.,https://scale.nus.edu.sg/programmes/undergraduate-programmes/programme-fees,“Programme fees and admin fees published by NUS.”,02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
162,National University of Singapore,Singapore,Singapore,QS #8,Medicine,BPharm / Pharmacy & Allied Health (UG routes),Campus,4 years,Tuition per cohort; professional programme fee tables apply (see Registrar).,Yes (faculty scholarships; professional school awards).,3,; science prerequisites including chemistry/biology,No,English proficiency as per admissions guidelines.,Clinical placements and professional accreditation requirements.,https://www.nus.edu.sg/oam/admissions/before-you-apply/tuition-fees,"“NUS fee schedules list professional programme components (medicine, pharmacy, dental).”",02/10/2025,TOEFL iBT 80 / IELTS 6.5,7
